time,ARS,AUD,BRL,CAD,CHF,CNY,COP,EUR,GBP,HKD,IDR,INR,JPY,KWD,MXN,MYR,NZD,PEN,PHP,RUR,SEK,SGD,TRY,USD,VUV,ZAR,gldslv,gldplt,gldpld,date
00:00,8339.24,1615.85,3320.87,1667.54,1519.50,10431.87,2995345,1231.92,1068.15,12971.33,16180291,88756.21,156983,471.25,21143.4,5175.95,1980.21,4309.22,68053.4,68053.4,10576.07,2070.05,2948.15,1672.90,149970,14795.96,52.72521,0.97699,2.18651,2013-02-06
00:02,8337.74,1615.56,3320.28,1667.25,1519.22,10430.00,2994807,1231.70,1067.95,12969.01,16177390,88740.29,156954,471.17,21139.7,5175.02,1979.85,4308.45,68041.2,68041.2,10574.17,2069.68,2947.62,1672.60,149943,14793.31,52.73126,0.97699,2.18612,2013-02-06
00:04,8336.75,1615.37,3320.22,1666.88,1518.87,10429.09,2994439,1231.72,1067.83,12967.45,16175453,88733.86,156933,470.95,21137.0,5174.57,1979.12,4307.93,68033.4,68033.4,10574.25,2069.43,2947.27,1672.40,149924,14790.37,52.72495,0.97647,2.18615,2013-02-06
00:06,8336.75,1615.37,3320.22,1666.88,1518.87,10429.09,2994439,1231.72,1067.83,12967.45,16175453,88733.86,156933,470.95,21137.0,5174.57,1979.12,4307.93,68033.4,68033.4,10574.25,2069.43,2947.27,1672.40,149924,14790.37,52.70945,0.97704,2.18615,2013-02-06
00:08,8336.75,1615.54,3321.05,1666.88,1519.04,10428.75,2994405,1231.72,1067.99,12967.45,16175453,88720.82,156967,470.78,21137.0,5172.06,1979.62,4307.93,68033.1,68033.1,10574.08,2069.43,2947.27,1672.40,149925,14787.19,52.71978,0.97693,2.18615,2013-02-06
00:10,8336.25,1615.44,3320.85,1666.78,1518.95,10428.13,2994226,1231.65,1067.93,12966.68,16174486,88715.51,156958,470.75,21135.7,5171.75,1979.50,4307.68,68029.0,68029.0,10573.45,2069.30,2947.09,1672.30,149917,14786.31,52.71663,0.97698,2.18601,2013-02-06
00:12,8336.25,1615.78,3319.68,1666.95,1518.95,10428.46,2994260,1231.48,1068.10,12966.68,16174486,88726.89,156985,470.58,21135.7,5171.59,1980.34,4307.68,68012.3,68012.3,10572.45,2069.30,2947.09,1672.30,149917,14786.31,52.71663,0.97698,2.18630,2013-02-06
00:14,8336.75,1616.04,3321.22,1667.05,1519.04,10429.25,2994441,1231.55,1068.16,12967.62,16175453,88736.04,157081,470.61,21136.5,5171.73,1980.29,4307.93,68016.3,68016.3,10572.58,2069.59,2947.27,1672.40,149925,14786.86,52.71978,0.97704,2.18643,2013-02-06
00:16,8336.75,1616.04,3321.22,1667.05,1519.04,10429.25,2994441,1231.55,1068.16,12967.62,16175453,88736.04,157081,470.61,21136.5,5171.73,1980.29,4307.93,68016.3,68016.3,10572.58,2069.59,2947.27,1672.40,149925,14786.86,52.71978,0.97681,2.18643,2013-02-06
00:18,8337.24,1616.14,3320.08,1667.31,1518.96,10429.88,2994584,1231.63,1068.22,12968.40,16176420,88733.98,157113,470.64,21138.4,5172.04,1980.41,4308.19,68020.4,68020.4,10573.21,2069.72,2947.78,1672.50,149933,14785.40,52.72294,0.97704,2.18685,2013-02-06
