time,ARS,AUD,BRL,CAD,CHF,CNY,COP,EUR,GBP,HKD,IDR,INR,JPY,KWD,MXN,MYR,NZD,PEN,PHP,RUR,SEK,SGD,TRY,USD,VUV,ZAR,gldslv,gldplt,gldpld,date
01:30,8376.62,1626.62,3341.64,1673.85,1530.00,10483.01,3008730,1241.31,1072.26,13030.83,16308282,89290.74,157360,472.86,21302.9,5205.71,2007.91,4330.22,68375.3,68375.3,10678.60,2081.68,2970.44,1680.40,150641,14943.29,52.78049,0.96731,2.20409,2013-02-07
01:32,8375.63,1626.26,3340.57,1673.65,1529.49,10481.76,3008370,1241.16,1072.30,13029.45,16306341,89293.89,157342,472.81,21301.1,5202.91,2007.50,4329.71,68367.2,68367.2,10673.47,2081.43,2971.77,1680.20,150625,14941.68,52.77421,0.96741,2.20383,2013-02-07
01:34,8375.13,1626.17,3340.37,1673.55,1529.39,10481.13,3008191,1241.09,1072.24,13028.67,16305370,89288.58,157332,472.78,21299.8,5202.59,2007.38,4329.45,68363.1,68363.1,10672.83,2081.31,2971.59,1680.10,150616,14940.79,52.78654,0.96741,2.20370,2013-02-07
01:36,8374.13,1626.48,3340.14,1673.52,1529.21,10479.89,3007824,1241.11,1072.28,13027.29,16303429,89279.29,157276,472.72,21298.6,5196.77,2007.48,4328.93,68421.7,68421.7,10672.40,2081.06,2971.24,1679.90,150598,14935.99,52.78026,0.96729,2.20344,2013-02-07
01:38,8373.63,1626.38,3339.94,1673.41,1529.12,10479.26,3007645,1241.03,1072.21,13026.51,16302459,89273.98,157267,472.70,21297.3,5196.46,2007.36,4328.67,68417.6,68417.6,10671.77,2080.93,2971.06,1679.80,150589,14935.10,52.78743,0.96724,2.20331,2013-02-07
01:40,8373.13,1625.95,3340.25,1672.98,1528.86,10478.47,3007468,1240.79,1072.15,13025.73,16301488,89308.97,157278,472.67,21294.7,5195.98,2006.74,4328.42,68413.8,68413.8,10673.65,2080.81,2971.22,1679.70,150580,14929.68,52.76366,0.96718,2.20318,2013-02-07
01:42,8372.64,1625.85,3340.05,1672.88,1528.77,10477.85,3007289,1240.72,1072.09,13024.96,16300518,89303.66,157269,472.64,21293.5,5195.67,2006.62,4328.16,68409.8,68409.8,10673.02,2080.69,2971.04,1679.60,150571,14928.79,52.77083,0.96746,2.20305,2013-02-07
01:44,8372.64,1624.84,3339.88,1672.88,1528.94,10477.85,3007296,1240.72,1071.92,13024.96,16300518,89325.83,157223,472.64,21289.6,5195.67,2005.44,4328.16,68409.8,68409.8,10671.34,2080.52,2970.37,1679.60,150569,14924.93,52.79663,0.96746,2.20103,2013-02-07
01:46,8370.64,1624.46,3339.09,1672.48,1528.57,10475.35,3006580,1240.42,1071.66,13021.86,16296636,89304.56,157186,472.52,21284.5,5194.44,2004.96,4327.13,68393.5,68393.5,10668.79,2080.02,2969.66,1679.20,150533,14921.37,52.81504,0.96723,2.20050,2013-02-07
01:48,8370.14,1625.03,3337.21,1672.38,1528.15,10474.56,3006392,1240.52,1071.26,13021.08,16295665,89314.18,157151,472.50,21283.4,5194.29,2005.35,4326.87,68389.6,68389.6,10668.50,2079.23,2969.65,1679.10,150526,14924.18,52.81189,0.96728,2.20037,2013-02-07
01:50,8370.14,1625.03,3337.21,1672.38,1528.15,10474.56,3006392,1240.52,1071.26,13021.08,16295665,89314.18,157151,472.50,21283.4,5194.29,2005.35,4326.87,68389.6,68389.6,10668.50,2079.23,2969.65,1679.10,150526,14924.18,52.79640,0.96728,2.20037,2013-02-07
01:52,8368.65,1623.90,3335.10,1671.75,1527.87,10470.17,3005856,1240.13,1071.07,13018.76,16292754,89346.41,157114,472.41,21279.0,5194.04,2004.49,4326.10,68347.1,68347.1,10668.77,2078.86,2968.96,1678.80,150498,14923.35,52.80246,0.96711,2.19998,2013-02-07
01:54,8364.16,1623.70,3332.31,1671.19,1527.39,10467.41,3004288,1239.46,1070.50,13011.78,16284019,89309.58,157105,472.16,21266.5,5192.43,2003.91,4323.78,68270.7,68270.7,10665.57,2077.74,2967.36,1677.90,150419,14917.20,52.78964,0.96720,2.20400,2013-02-07
01:56,8363.66,1623.60,3332.11,1671.09,1527.30,10466.79,3004109,1239.39,1070.44,13011.00,16283049,89304.26,157096,472.13,21265.3,5192.12,2003.79,4323.52,68266.7,68266.7,10664.93,2077.62,2967.19,1677.80,150410,14916.31,52.82268,0.96714,2.20387,2013-02-07
01:58,8364.66,1623.63,3332.68,1671.29,1527.31,10467.19,3004431,1239.70,1070.73,13012.39,16284990,89308.53,157063,472.19,21269.3,5190.89,2003.70,4324.04,68277.6,68277.6,10666.54,2077.86,2967.71,1678.00,150426,14919.10,52.81863,0.96731,2.20413,2013-02-07
02:00,8365.66,1623.83,3333.07,1671.49,1527.49,10468.44,3004789,1239.85,1070.86,13013.94,16286931,89319.17,157082,472.24,21271.9,5191.51,2003.94,4324.55,68285.8,68285.8,10667.81,2078.11,2968.06,1678.20,150444,14920.88,52.81976,0.96743,2.20439,2013-02-07
02:02,8366.16,1623.92,3334.45,1671.58,1527.08,10469.23,3004970,1239.93,1071.26,13014.88,16287901,89346.48,157070,472.27,21273.6,5191.65,2004.22,4324.81,68289.9,68289.9,10666.77,2078.24,2968.24,1678.30,150454,14912.03,52.82808,0.96749,2.20713,2013-02-07
02:04,8363.66,1623.44,3333.45,1671.09,1526.63,10466.11,3004075,1239.56,1070.94,13011.00,16283049,89319.86,157023,472.13,21267.3,5190.10,2003.63,4323.52,68269.5,68269.5,10663.59,2077.62,2967.36,1677.80,150410,14907.59,52.82785,0.96720,2.20532,2013-02-07
02:06,8365.66,1623.99,3334.08,1671.65,1527.16,10469.11,3004789,1239.52,1070.86,13014.27,16286931,89355.93,157077,472.24,21275.0,5191.34,2004.11,4324.55,68285.8,68285.8,10661.94,2077.95,2967.89,1678.20,150444,14908.62,52.81976,0.96749,2.20323,2013-02-07
02:08,8363.66,1623.60,3333.28,1671.26,1526.80,10466.62,3004073,1239.22,1070.60,13011.17,16283049,89334.63,157040,472.13,21270.0,5190.10,2003.63,4323.52,68269.5,68269.5,10659.40,2077.45,2967.19,1677.80,150408,14905.07,52.80717,0.96726,2.20271,2013-02-07
02:10,8362.67,1623.24,3332.38,1670.72,1526.45,10462.35,3003706,1238.74,1070.31,13009.62,16281108,89323.81,157048,472.08,21268.3,5189.49,2003.05,4323.01,68261.4,68261.4,10654.44,2077.20,2966.50,1677.60,150392,14899.94,52.81639,0.96714,2.20244,2013-02-07
02:12,8363.17,1623.34,3332.58,1670.82,1526.54,10462.97,3003885,1238.81,1070.37,13010.39,16282078,89329.14,157057,472.10,21269.5,5189.80,2003.17,4323.27,68265.4,68265.4,10655.07,2077.33,2966.67,1677.70,150401,14900.83,52.82471,0.96764,2.20258,2013-02-07
02:14,8363.66,1623.44,3332.78,1670.92,1526.63,10463.60,3004064,1238.89,1070.44,13011.17,16283049,89334.46,157066,472.13,21270.8,5190.10,2003.29,4323.52,68269.5,68269.5,10655.71,2077.45,2966.85,1677.80,150410,14901.72,52.82785,0.96770,2.20271,2013-02-07
02:16,8363.17,1623.68,3332.58,1670.65,1526.20,10461.13,3003929,1239.15,1070.54,13010.56,16282078,89361.35,157095,472.10,21269.9,5189.80,2003.51,4323.27,68265.4,68265.4,10655.91,2077.49,2966.84,1677.70,150401,14901.16,52.81953,0.96764,2.20258,2013-02-07
02:18,8362.67,1623.58,3332.38,1670.55,1526.11,10460.51,3003750,1239.07,1070.48,13009.78,16281108,89356.02,157085,472.08,21268.6,5189.49,2003.39,4323.01,68261.4,68261.4,10655.27,2077.37,2966.67,1677.60,150392,14900.27,52.82156,0.96759,2.20244,2013-02-07
02:20,8363.17,1623.68,3332.58,1670.65,1526.20,10461.13,3003929,1239.15,1070.54,13010.56,16282078,89361.35,157095,472.10,21269.9,5189.80,2003.51,4323.27,68265.4,68265.4,10655.91,2077.49,2966.84,1677.70,150401,14901.16,52.83505,0.96753,2.20258,2013-02-07
02:22,8361.17,1622.95,3333.30,1670.76,1526.51,10459.98,3003169,1238.85,1070.28,13007.46,16278196,89328.47,157080,471.99,21264.6,5189.23,2003.03,4322.23,68249.2,68249.2,10654.04,2076.83,2965.97,1677.30,150365,14898.78,52.83798,0.96719,2.20205,2013-02-07
02:24,8362.17,1623.32,3333.70,1670.96,1526.86,10460.22,3003570,1239.17,1070.58,13009.01,16280137,89339.62,157081,472.05,21267.5,5189.34,2003.10,4322.75,68257.5,68257.5,10657.16,2077.25,2966.66,1677.50,150381,14912.64,52.84429,0.96731,2.20231,2013-02-07
02:26,8356.69,1622.25,3331.51,1669.86,1525.86,10453.36,3001601,1238.35,1069.88,13000.48,16269462,89281.04,156978,471.74,21253.6,5185.94,2001.79,4319.91,68212.7,68212.7,10650.17,2075.88,2964.71,1676.40,150283,14902.86,52.83552,0.96667,2.20260,2013-02-07
02:28,8359.18,1623.24,3332.50,1670.53,1526.82,10457.82,3002453,1239.56,1070.70,13004.19,16274314,89315.89,156920,472.21,21271.3,5187.32,2003.39,4321.20,68286.6,68286.6,10660.22,2076.67,2967.27,1676.90,150328,14902.10,52.86164,0.96696,2.20326,2013-02-07
02:30,8358.18,1623.04,3332.10,1670.33,1526.63,10456.57,3002095,1239.41,1070.57,13002.64,16272373,89305.23,156902,472.16,21268.8,5186.70,2003.15,4320.69,68278.4,68278.4,10658.95,2076.42,2966.92,1676.70,150310,14900.33,52.85534,0.96735,2.20300,2013-02-07
02:32,8357.68,1622.78,3331.57,1670.39,1526.88,10455.78,3001917,1239.34,1070.34,13001.86,16271403,89304.10,156871,472.13,21268.2,5186.39,2003.20,4320.43,68287.7,68287.7,10658.31,2076.30,2967.08,1676.60,150302,14899.61,52.85737,0.96723,2.20287,2013-02-07
02:34,8358.68,1622.97,3331.97,1670.60,1527.06,10457.03,3002276,1239.49,1070.47,13003.41,16273344,89314.75,156890,472.18,21270.7,5187.01,2003.44,4320.94,68295.9,68295.9,10659.58,2076.55,2967.43,1676.80,150320,14901.38,52.85849,0.96763,2.20313,2013-02-07
02:36,8360.17,1623.26,3332.73,1670.56,1527.67,10458.73,3002811,1239.88,1070.83,13005.74,16276255,89374.84,156936,472.27,21275.0,5187.94,2003.80,4321.72,68308.1,68308.1,10663.84,2076.92,2967.96,1677.10,150345,14899.86,52.84722,0.96763,2.20352,2013-02-07
02:38,8360.17,1623.26,3332.73,1670.56,1527.67,10458.73,3002811,1239.88,1070.83,13005.74,16276255,89374.84,156936,472.27,21275.0,5187.94,2003.80,4321.72,68308.1,68308.1,10663.84,2076.92,2967.96,1677.10,150345,14899.86,52.84722,0.96763,2.20352,2013-02-07
02:40,8359.68,1622.66,3332.53,1670.46,1527.58,10458.78,3002632,1240.14,1070.93,13004.97,16275285,89374.37,156917,472.24,21270.2,5187.63,2003.84,4321.46,68304.0,68304.0,10663.71,2076.79,2966.44,1677.00,150337,14891.09,52.85443,0.96758,2.20339,2013-02-07
02:42,8359.18,1622.57,3332.33,1670.36,1527.49,10458.15,3002453,1240.06,1070.87,13004.19,16274314,89369.04,156908,472.21,21269.0,5187.32,2003.73,4321.20,68300.0,68300.0,10663.07,2076.67,2966.27,1676.90,150328,14890.20,52.86164,0.96735,2.20326,2013-02-07
02:44,8355.19,1621.96,3330.91,1669.40,1526.76,10453.00,3001021,1239.31,1070.35,12997.99,16266550,89330.60,156865,471.99,21258.8,5184.85,2002.27,4319.14,68267.4,68267.4,10657.31,2075.68,2964.52,1676.10,150258,14882.76,52.88309,0.96706,2.19644,2013-02-07
02:46,8356.19,1622.16,3331.31,1669.59,1526.94,10454.24,3001379,1239.45,1070.48,12999.54,16268491,89341.26,156883,472.05,21261.4,5185.47,2002.51,4319.66,68275.5,68275.5,10658.58,2075.93,2964.87,1676.30,150275,14884.54,52.88940,0.96717,2.19670,2013-02-07
02:48,8357.18,1622.52,3331.71,1669.79,1526.45,10455.16,3001738,1239.27,1070.11,13000.92,16270432,89378.57,156903,472.10,21264.7,5186.42,2002.58,4320.17,68176.4,68176.4,10654.32,2076.34,2965.73,1676.50,150293,14887.65,52.85421,0.96762,2.19898,2013-02-07
02:50,8357.68,1622.61,3331.91,1669.89,1526.54,10455.78,3001917,1239.34,1070.17,13001.69,16271403,89383.90,156912,472.13,21266.0,5186.73,2002.70,4320.43,68180.4,68180.4,10654.96,2076.47,2965.90,1676.60,150302,14888.54,52.85737,0.96796,2.19911,2013-02-07
02:52,8357.18,1622.68,3332.04,1669.96,1526.45,10454.99,3001780,1239.27,1070.28,13001.09,16270432,89348.90,156904,471.77,21265.2,5186.25,2002.41,4320.17,68165.5,68165.5,10652.31,2076.18,2965.39,1676.50,150293,14888.83,52.89571,0.96952,2.19898,2013-02-07
02:54,8359.18,1623.07,3332.84,1670.36,1526.82,10457.48,3002496,1239.56,1070.53,13004.19,16274314,89370.22,156942,471.88,21270.3,5187.49,2002.89,4321.20,68181.7,68181.7,10654.85,2076.67,2966.10,1676.90,150329,14892.38,52.90314,0.96897,2.19950,2013-02-07
02:56,8359.18,1623.24,3333.01,1670.70,1526.98,10457.65,3002453,1239.56,1070.53,13004.19,16274314,89329.47,156902,471.88,21271.1,5188.50,2003.22,4321.20,68182.6,68182.6,10656.53,2076.50,2966.27,1676.90,150329,14900.26,52.85128,0.96948,2.20095,2013-02-07
02:58,8358.18,1623.04,3332.61,1670.50,1526.80,10456.40,3002095,1239.41,1070.40,13002.64,16272373,89318.81,156883,471.82,21268.6,5187.88,2002.98,4320.69,68174.5,68174.5,10655.26,2076.26,2965.91,1676.70,150311,14898.48,52.84497,0.96897,2.20069,2013-02-07
03:00,8359.18,1623.24,3333.01,1670.53,1526.48,10457.98,3002453,1239.56,1070.53,13004.19,16274314,89327.96,156799,471.88,21273.2,5187.49,2003.89,4321.20,68182.6,68182.6,10656.53,2076.84,2966.10,1676.90,150329,14909.32,52.86682,0.96858,2.20095,2013-02-07
03:02,8359.68,1623.33,3333.20,1670.63,1526.57,10458.61,3002632,1239.64,1070.59,13004.97,16275285,89333.28,156809,471.91,21274.4,5187.80,2004.01,4321.46,68186.6,68186.6,10657.16,2076.96,2966.28,1677.00,150338,14910.20,52.88035,0.96841,2.19992,2013-02-07
