ARS
00:00,8351.48,8370.64,8339.24
00:02,8351.98,8368.65,8337.74
00:04,8351.48,8369.31,8336.75
00:06,8352.98,8369.31,8336.75
00:08,8351.98,8367.97,8336.75
00:10,8353.48,8367.97,8336.25
00:12,8352.48,8370.14,8336.25
00:14,8352.48,8370.14,8336.75
00:16,8352.98,8370.14,8336.75
00:18,8350.98,8371.14,8337.24
00:20,8351.48,8371.14,8338.24
00:22,8350.48,8372.64,8338.24
00:24,8351.98,8372.64,8335.75
00:26,8350.65,8372.14,8335.25
00:28,"",8372.14,8334.75
00:30,"",8372.64,8334.75
00:32,8350.98,8375.63,8334.25
00:34,8350.48,8375.13,8333.75
00:36,8349.48,8376.62,8334.25
00:38,8349.48,8375.13,8335.25
00:40,8349.98,8375.63,8333.26
00:42,8350.48,8375.13,8333.75
00:44,8350.48,8375.13,8335.25
00:46,8350.48,8374.63,8336.25
00:48,8351.98,8375.13,8337.24
00:50,8353.48,8377.62,8340.24
00:52,8352.98,8377.62,8340.24
00:54,8351.98,8378.62,8340.73
00:56,8352.98,8378.62,8339.24
00:58,8352.98,8377.12,8341.23
01:00,8353.98,8376.62,8340.24
01:02,8354.98,8376.62,8339.73
01:04,8354.48,8376.13,8341.73
01:06,8354.48,8376.62,8341.73
01:08,8352.98,8376.13,8342.23
01:10,8352.48,8377.12,8341.23
01:12,8350.98,8378.62,8341.23
01:14,8351.48,8377.12,8341.23
01:16,8350.98,8376.62,8339.24
01:18,8349.98,8375.13,8339.73
01:20,8349.98,8375.63,8339.24
01:22,8348.98,8378.12,8338.74
01:24,8348.48,8379.12,8338.24
01:26,8348.48,8378.12,8338.74
01:28,8350.98,8377.62,8340.24
01:30,8350.98,8376.62,8339.73
01:32,8351.48,8375.63,8339.73
01:34,8352.48,8375.13,8339.40
01:36,8352.48,8374.13,8338.40
01:38,8351.98,8373.63,8336.75
01:40,8350.98,8373.13,8337.24
01:42,8351.48,8372.64,8336.25
01:44,8351.48,8372.64,8336.75
01:46,8353.48,8370.64,8335.75
01:48,8353.98,8370.14,8336.25
01:50,8353.98,8370.14,8337.74
01:52,8351.98,8368.65,8336.75
01:54,8352.98,8364.16,8336.75
01:56,8353.48,8363.66,8337.24
01:58,8352.48,8364.66,8336.75
02:00,8352.98,8365.66,8337.24
02:02,8351.48,8366.16,8338.24
02:04,8352.48,8363.66,8334.75
02:06,8351.98,8365.66,8336.75
02:08,8351.48,8363.66,8338.24
02:10,8349.48,8362.67,8335.75
02:12,8349.98,8363.17,8336.75
02:14,8349.98,8363.66,8338.24
02:16,8349.98,8363.17,8336.25
02:18,8349.98,8362.67,8337.24
02:20,8349.98,8363.17,8338.24
02:22,8348.48,8361.17,8337.24
02:24,8349.48,8362.17,8335.75
02:26,8348.98,8356.69,8335.25
02:28,8348.48,8359.18,8333.75
02:30,8347.48,8358.18,8334.25
02:32,8346.48,8357.68,8333.75
02:34,8343.49,8358.68,8333.26
02:36,8340.49,8360.17,8332.26
02:38,8338.99,8360.17,8330.76
02:40,8343.99,8359.68,8330.76
02:42,8343.49,8359.18,8332.26
02:44,8343.49,8355.19,8334.25
02:46,8343.99,8356.19,8335.25
02:48,8343.49,8357.18,8335.25
02:50,8342.49,8357.68,8335.75
02:52,8343.49,8357.18,8335.75
02:54,8343.49,8359.18,8337.74
02:56,8344.99,8359.18,8334.75
02:58,8344.99,8358.18,8333.26
03:00,8346.48,8359.18,8335.25
03:02,8346.99,8359.68,8331.76
03:04,8349.48,8363.66,8322.79
